Kab/Kota,Tahun,Bulan,Beras Premium,Beras Medium,Beras SPHP,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Daging Sapi Murni,Cabai Rawit Merah,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan,Minyak Goreng Curah,Tepung Terigu (Curah),Tepung Terigu Kemasan,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Konsumsi,Bulan_num,Periode,SPHP_covered,bulan_num
Kab. Aceh Barat,2024,Januari,14655.0,12811.0,13100.0,17226.0,38386.0,41636.0,38523.0,148182.0,45000.0,28845.0,26284.0,18000.0,18682.0,14114.0,10727.0,14977.0,58636.0,25568.0,35238.0,11409.0,1,2024-01-01,True,1
Kab. Aceh Barat,2024,Februari,14658.0,13233.0,13100.0,16000.0,37140.0,41702.0,61386.0,145965.0,47500.0,29215.0,28631.0,18123.0,19509.0,14772.0,10000.0,15000.0,62583.875,30805.0,39074.0,12684.0,2,2024-02-01,True,2
Kab. Aceh Barat,2024,Maret,14631.0,13250.0,13100.0,15400.0,38724.0,42421.0,60879.0,150893.0,50357.0,30931.0,27422.0,18448.0,20207.0,15052.0,10586.0,14828.0,60273.0,31983.0,40404.0,13466.0,3,2024-03-01,True,3
Kab. Aceh Barat,2024,April,14670.0,13104.0,13100.0,15000.0,55768.0,42875.0,51054.0,150714.0,54167.0,29952.0,26598.0,18589.0,20500.0,15536.0,10179.0,15000.0,57750.0,31679.0,37255.0,13339.0,4,2024-04-01,True,4
Kab. Aceh Barat,2024,Mei,14800.0,13540.0,13100.0,11481.0,56550.0,43217.0,57982.0,149667.0,56333.0,27291.0,26892.0,18967.0,20100.0,15333.0,10000.0,14917.0,53828.0,24833.0,37627.0,13500.0,5,2024-05-01,True,5
Kab. Aceh Barat,2024,Juni,14740.0,13543.0,13100.0,11200.0,50893.0,42304.0,61286.0,151923.0,55714.0,27073.0,26179.0,18661.0,20000.0,15000.0,10250.0,14911.0,58800.0,25891.0,35528.0,13107.0,6,2024-06-01,True,6
Kab. Aceh Barat,2024,Juli,14827.0,13585.0,13100.0,11260.0,38508.0,41656.0,43869.0,150000.0,45000.0,24661.0,25541.0,18508.0,20000.0,15066.0,10000.0,15000.0,57207.0,27950.0,38883.0,13705.0,7,2024-07-01,True,7
Kab. Aceh Barat,2024,Agustus,14457.0,13360.0,13100.0,10503.0,28000.0,40823.0,46549.0,149355.0,58000.0,24936.0,25282.0,18210.0,19210.0,15387.0,10000.0,14919.0,61639.0,29548.0,36742.0,14661.0,8,2024-08-01,True,8
Kab. Aceh Barat,2024,September,14800.0,13628.0,12990.0,10093.0,29200.0,40550.0,32900.0,149167.0,49000.0,28575.0,25333.0,17950.0,18483.0,16067.0,10067.0,15000.0,61228.0,26992.0,35814.0,14850.0,9,2024-09-01,True,9
Kab. Aceh Barat,2024,Oktober,14667.0,13500.0,12935.0,10000.0,34387.0,40484.0,27323.0,146290.0,40000.0,30810.0,24766.0,18000.0,18387.0,16532.0,10000.0,15000.0,60117.0,25319.0,34944.0,14500.0,10,2024-10-01,True,10
Kab. Aceh Barat,2024,November,14433.0,13605.0,13000.0,10000.0,38367.0,42033.0,24983.0,147797.0,35000.0,29029.0,24975.0,18000.0,17817.0,17233.0,9983.0,15000.0,47694.0,25018.0,34640.0,14500.0,11,2024-11-01,True,11
Kab. Aceh Barat,2024,Desember,14418.0,13674.0,13000.0,10000.0,39396.0,43063.0,27750.0,149787.0,45000.0,28206.0,27313.0,18063.0,17938.0,17833.0,10042.0,15000.0,49367.0,26380.0,36864.0,14604.0,12,2024-12-01,True,12
Kab. Aceh Barat,2025,Januari,14500.0,13505.0,12836.0,10000.0,45058.0,43735.0,60703.0,147724.0,50673.0,28213.0,29024.0,18580.0,22435.0,17960.0,9993.0,14664.0,54504.0,30071.0,36081.0,14705.0,1,2025-01-01,True,1
Kab. Aceh Barat,2025,Februari,14508.0,13517.0,12557.0,10000.0,40187.0,43645.0,61531.0,153267.0,56346.0,27945.0,28113.0,19071.0,22692.0,18018.0,9858.0,14590.0,51900.0,31816.0,35580.0,14462.0,2,2025-02-01,True,2
Kab. Aceh Barat,2025,Maret,14487.0,13551.0,12600.0,10000.0,36380.0,43939.0,47276.0,152381.0,62019.0,29029.0,28225.0,19437.0,22719.0,18089.0,9946.0,14512.0,55833.0,32000.0,38108.0,14461.0,3,2025-03-01,True,3
Kab. Aceh Barat,2025,April,14633.0,13971.0,12695.0,10000.0,47461.0,48714.0,62539.0,144805.0,67692.0,28349.0,27932.0,19864.0,22597.0,17987.0,10156.0,14948.0,45840.0,32984.0,36020.0,15026.0,4,2025-04-01,True,4
Kab. Aceh Barat,2025,Mei,14829.0,14062.0,12880.0,10000.0,43941.0,46016.0,43849.0,143750.0,47742.0,29398.0,27781.0,19817.0,22527.0,17699.0,10167.0,14946.0,47214.0,36852.0,35405.0,14930.0,5,2025-05-01,True,5
Kab. Aceh Barat,2025,Juni,15201.0,13885.0,12640.0,10000.0,42325.0,43939.0,34926.0,142157.0,41714.0,29063.0,27822.0,19305.0,22613.0,17331.0,10000.0,14847.0,49595.0,35463.0,40699.0,14834.0,6,2025-06-01,True,6
Kab. Aceh Barat,2025,Juli,16073.0,14387.0,12400.0,10000.0,48045.0,44140.0,33376.0,143878.0,47097.0,27319.0,28983.0,19285.0,22672.0,17398.0,10140.0,15000.0,51049.0,35993.0,38687.0,14866.0,7,2025-07-01,True,7
Kab. Aceh Barat,2025,Agustus,16334.0,14315.0,12843.0,10000.0,59456.0,43160.0,45006.0,143832.0,51452.0,29891.0,30308.0,18591.0,22657.0,17591.0,10193.0,15000.0,51875.0,36977.0,40729.0,14829.0,8,2025-08-01,True,8
Kab. Aceh Barat Daya,2024,Januari,15000.0,12000.0,13100.0,13419.0,30419.0,39226.0,32194.0,170000.0,56000.0,21806.0,25230.0,18000.0,13597.0,12694.0,13000.0,15000.0,26161.0,28484.0,33845.0,14000.0,1,2024-01-01,True,1
Kab. Aceh Barat Daya,2024,Februari,15000.0,12000.0,13100.0,12000.0,30828.0,40000.0,56345.0,170000.0,56000.0,24414.0,25356.0,18000.0,14103.0,12397.0,13000.0,15000.0,34759.0,31276.0,33891.0,14000.0,2,2024-02-01,True,2
Kab. Aceh Barat Daya,2024,Maret,15000.0,12017.0,13100.0,12283.0,33533.0,42033.0,60367.0,175667.0,56000.0,26367.0,29029.0,18033.0,15017.0,13517.0,13000.0,15000.0,34433.0,31533.0,34180.5,14000.0,3,2024-03-01,True,3
Kab. Aceh Barat Daya,2024,April,15000.0,12000.0,13100.0,12500.0,50630.0,45370.0,45815.0,172222.0,56000.0,25926.0,26425.0,19000.0,15600.0,14537.0,13000.0,15000.0,26852.0,29667.0,34474.5,14000.0,4,2024-04-01,True,4
Kab. Aceh Barat Daya,2024,Mei,15000.0,12419.0,13100.0,12484.0,54419.0,45919.0,51258.0,170000.0,56000.0,27387.0,28408.0,19000.0,16000.0,14935.0,13000.0,15000.0,23258.0,26581.0,33887.0,14000.0,5,2024-05-01,True,5
Kab. Aceh Barat Daya,2024,Juni,15000.0,12500.0,13100.0,12352.0,50148.0,43907.0,53630.0,177778.0,56000.0,27704.0,27482.0,18926.0,16000.0,15000.0,12722.0,14926.0,26370.0,24741.0,33836.0,14000.0,6,2024-06-01,True,6
Kab. Aceh Barat Daya,2024,Juli,15000.0,12500.0,13100.0,12000.0,33290.0,41710.0,37774.0,170000.0,56000.0,24516.0,26757.0,18710.0,15968.0,15000.0,12000.0,15129.0,21387.0,21710.0,34000.0,14000.0,7,2024-07-01,True,7
Kab. Aceh Barat Daya,2024,Agustus,15000.0,12433.0,13040.0,11500.0,24700.0,39967.0,39033.0,170000.0,56000.0,22233.0,26718.0,18000.0,15667.0,14067.0,12000.0,14800.0,23900.0,21533.0,34223.0,14000.0,8,2024-08-01,True,8
Kab. Aceh Barat Daya,2024,September,15018.0,12500.0,13118.0,11161.0,22357.0,40000.0,27750.0,170000.0,56000.0,23179.0,26695.0,18000.0,15500.0,13875.0,12000.0,15000.0,24286.0,21393.0,33631.5,14000.0,9,2024-09-01,True,9
Kab. Aceh Barat Daya,2024,Oktober,15000.0,12500.0,13100.0,10774.0,26323.0,40000.0,23290.0,170000.0,56000.0,23226.0,26479.0,18355.0,15129.0,13742.0,12000.0,14968.0,24387.0,21516.0,33258.0,14000.0,10,2024-10-01,True,10
Kab. Aceh Barat Daya,2024,November,15000.0,12500.0,13038.0,10000.0,28172.0,41655.0,22621.0,170000.0,56000.0,23000.0,26466.0,18448.0,15724.0,14000.0,12000.0,14862.0,23621.0,21310.0,33400.0,13983.0,11,2024-11-01,True,11
Kab. Aceh Barat Daya,2024,Desember,15000.0,12521.0,13100.0,10208.0,30083.0,43292.0,27750.0,170000.0,56000.0,24833.0,29408.0,18000.0,16000.0,13979.0,12000.0,15000.0,25125.0,22042.0,33786.0,14000.0,12,2024-12-01,True,12
Kab. Aceh Barat Daya,2025,Januari,15000.0,12177.0,13100.0,11000.0,30690.0,43103.0,55517.0,170000.0,56000.0,25000.0,30234.0,18621.0,20828.0,15069.0,10069.0,15000.0,24552.0,23276.0,33845.0,14000.0,1,2025-01-01,True,1
Kab. Aceh Barat Daya,2025,Februari,15000.0,12000.0,13100.0,11000.0,26000.0,44429.0,51964.0,171154.0,56000.0,25641.0,26667.0,19000.0,21000.0,17357.0,10179.0,15000.0,24571.0,22107.0,33891.0,14000.0,2,2025-02-01,True,2
Kab. Aceh Barat Daya,2025,Maret,15000.0,12000.0,13100.0,11000.0,25069.0,45000.0,43897.0,174483.0,56000.0,30018.0,26394.0,19000.0,21000.0,16000.0,10000.0,15000.0,25897.0,21586.0,34180.5,14000.0,3,2025-03-01,True,3
Kab. Aceh Barat Daya,2025,April,15000.0,12000.0,13100.0,11179.0,28331.375,45893.0,51643.0,171786.0,56000.0,30304.0,26700.0,19000.0,21000.0,16000.0,10000.0,15000.0,27929.0,23500.0,34474.5,14000.0,4,2025-04-01,True,4
Kab. Aceh Barat Daya,2025,Mei,15000.0,12000.0,13100.0,11500.0,27667.0,41533.0,36100.0,170000.0,56000.0,27667.0,26333.0,19000.0,21000.0,16000.0,10000.0,15000.0,28400.0,24700.0,33887.0,14000.0,5,2025-05-01,True,5
Kab. Aceh Barat Daya,2025,Juni,15000.0,12000.0,13100.0,11500.0,29000.0,41897.0,29034.0,172000.0,56000.0,26289.0,26783.0,19000.0,21000.0,16000.0,10172.0,15000.0,28444.0,25296.0,33836.0,14000.0,6,2025-06-01,True,6
Kab. Aceh Barat Daya,2025,Juli,16248.0,14790.0,13100.0,11016.0,30677.0,40161.0,27742.0,170000.0,56000.0,27335.0,28210.0,18677.0,21000.0,16000.0,10000.0,15000.0,28323.0,25677.0,34000.0,14000.0,7,2025-07-01,True,7
Kab. Aceh Barat Daya,2025,Agustus,17300.0,16500.0,13100.0,11000.0,45548.0,39290.0,38774.0,170000.0,56000.0,28300.0,28000.0,18000.0,21000.0,16000.0,10000.0,15000.0,30258.0,28032.0,34223.0,14000.0,8,2025-08-01,True,8
Kab. Aceh Besar,2024,Januari,14000.0,13000.0,13056.0,14806.0,35097.0,37903.0,28677.0,150000.0,62234.0,29371.0,23290.0,17968.0,20806.0,15161.0,11258.0,13000.0,49161.0,26774.0,42548.0,15323.0,1,2024-01-01,True,1
Kab. Aceh Besar,2024,Februari,14655.0,13962.0,13056.0,14759.0,32345.0,36862.0,47483.0,150000.0,60597.0,28862.0,23914.0,18000.0,20034.0,16000.0,11000.0,13000.0,49655.0,30552.0,37517.0,15000.0,2,2024-02-01,True,2
Kab. Aceh Besar,2024,Maret,14000.0,13300.0,13056.0,13000.0,37000.0,38806.0,55935.0,151667.0,69359.0,31129.0,27129.0,18000.0,19871.0,13797.0,11129.0,13355.0,52581.0,32742.0,39548.0,15000.0,3,2024-03-01,True,3
Kab. Aceh Besar,2024,April,14000.0,13300.0,13056.0,13000.0,53077.0,41692.0,47231.0,150769.0,62357.5,32692.0,26115.0,18000.0,19808.0,14077.0,11000.0,14000.0,54231.0,33769.0,38808.0,15000.0,4,2024-04-01,True,4
Kab. Aceh Besar,2024,Mei,14000.0,13300.0,13056.0,12968.0,58710.0,40000.0,56548.0,149355.0,45845.0,32258.0,26161.0,19000.0,20581.0,13000.0,11935.0,14032.0,50323.0,28484.0,39419.0,15000.0,5,2024-05-01,True,5
Kab. Aceh Besar,2024,Juni,14000.0,13289.0,13056.0,13225.0,45750.0,39357.0,51679.0,149643.0,48333.0,32071.0,25786.0,19000.0,20929.0,13179.0,12000.0,14286.0,54464.0,30000.0,40000.0,15000.0,6,2024-06-01,True,6
Kab. Aceh Besar,2024,Juli,14040.0,13300.0,13100.0,13033.0,32700.0,38867.0,42733.0,150000.0,56704.0,32100.0,25400.0,18033.0,20133.0,14030.0,12000.0,14767.0,50467.0,31100.0,39900.0,15000.0,7,2024-07-01,True,7
Kab. Aceh Besar,2024,Agustus,14000.0,13300.0,13100.0,12968.0,25484.0,37968.0,43742.0,149355.0,53607.5,31484.0,24919.0,18000.0,21032.0,14000.0,12000.0,14935.0,51677.0,30935.0,39710.0,15000.0,8,2024-08-01,True,8
Kab. Aceh Besar,2024,September,14000.0,13300.0,13010.0,12100.0,26467.0,37933.0,30333.0,149667.0,43833.0,30300.0,25000.0,18000.0,20167.0,14733.0,11533.0,14433.0,47033.0,27833.0,38200.0,15000.0,9,2024-09-01,True,9
Kab. Aceh Besar,2024,Oktober,14000.0,13300.0,13100.0,12000.0,29645.0,38258.0,26677.0,150000.0,43356.0,31355.0,24097.0,18065.0,20097.0,15308.0,12000.0,15000.0,50000.0,25968.0,39935.0,15000.0,10,2024-10-01,True,10
Kab. Aceh Besar,2024,November,14000.0,13300.0,13100.0,12000.0,35414.0,41345.0,23241.0,150000.0,39867.0,30552.0,24414.0,18000.0,19724.0,17214.0,12000.0,15000.0,50862.0,26034.0,38862.0,15000.0,11,2024-11-01,True,11
Kab. Aceh Besar,2024,Desember,14000.0,13300.0,13100.0,12000.0,35931.0,41276.0,29241.0,149259.0,42679.0,30960.0,27589.0,18000.0,20276.0,18676.0,11172.0,14429.0,50800.0,25600.0,39600.0,15103.0,12,2024-12-01,True,12
Kab. Aceh Besar,2025,Januari,14000.0,13193.0,13100.0,11672.0,44530.0,42663.0,48048.0,140000.0,62234.0,32211.0,27265.0,17964.0,21349.0,16072.0,8880.0,13735.0,57500.0,29630.0,39720.0,15000.0,1,2025-01-01,True,1
Kab. Aceh Besar,2025,Februari,14004.0,13300.0,13100.0,10179.0,36590.0,42253.0,48458.0,141013.0,60597.0,30418.0,26271.0,18000.0,22060.0,16036.0,9518.0,14928.0,50000.0,25182.0,38234.0,15000.0,2,2025-02-01,True,2
Kab. Aceh Besar,2025,Maret,14044.0,13300.0,13100.0,10145.0,39952.0,43845.0,41226.0,142561.0,69359.0,28241.0,24173.0,18607.0,23190.0,16000.0,9667.0,13321.0,48222.0,26458.0,37907.0,15452.0,3,2025-03-01,True,3
Kab. Aceh Besar,2025,April,14000.0,13296.0,13100.0,11281.0,42613.0,44839.0,51862.0,141325.0,62357.5,30000.0,24902.0,19000.0,22368.0,16000.0,10057.0,14207.0,53200.0,32582.0,39245.0,15391.0,4,2025-04-01,True,4
Kab. Aceh Besar,2025,Mei,14000.0,13300.0,13100.0,12000.0,39200.0,41978.0,38711.0,143523.0,45845.0,26203.0,24478.0,19000.0,22000.0,16000.0,10000.0,14211.0,52288.0,31525.0,39322.0,15333.0,5,2025-05-01,True,5
Kab. Aceh Besar,2025,Juni,14024.0,13300.0,13100.0,12000.0,36453.0,37406.0,26625.0,146184.0,48333.0,28735.0,24719.0,19000.0,21891.0,16051.0,11063.0,14703.0,53633.0,31367.0,39184.0,15656.0,6,2025-06-01,True,6
Kab. Aceh Besar,2025,Juli,15396.0,14300.0,13100.0,12000.0,41321.0,38528.0,24755.0,146145.0,56704.0,29873.0,25057.0,19000.0,22000.0,16000.0,11000.0,14906.0,58018.0,32255.0,39655.0,15906.0,7,2025-07-01,True,7
Kab. Aceh Besar,2025,Agustus,16000.0,14904.0,13100.0,12000.0,56803.0,39200.0,34200.0,142500.0,53607.5,30000.0,25029.0,19000.0,22000.0,15986.0,11000.0,14214.0,55071.0,26714.0,38696.0,15943.0,8,2025-08-01,True,8
Kab. Aceh Jaya,2024,Januari,14720.0,13000.0,13100.0,14000.0,40290.0,41677.0,35581.0,150000.0,62234.0,30000.0,23806.0,18000.0,18500.0,14400.0,11000.0,14000.0,50000.0,50000.0,40000.0,15000.0,1,2024-01-01,True,1
Kab. Aceh Jaya,2024,Februari,15000.0,13000.0,13100.0,14000.0,38345.0,42793.0,56828.0,150000.0,60597.0,30000.0,23448.0,18000.0,18500.0,14400.0,11000.0,14000.0,50000.0,50000.0,40000.0,15000.0,2,2024-02-01,True,2
Kab. Aceh Jaya,2024,Maret,15000.0,13000.0,13100.0,14000.0,39226.0,42645.0,60194.0,151935.0,69359.0,30323.0,27097.0,18323.0,18500.0,14400.0,11000.0,14000.0,41613.0,49677.0,40000.0,15000.0,3,2024-03-01,True,3
Kab. Aceh Jaya,2024,April,14952.0,13000.0,13100.0,14000.0,56786.0,45714.0,48643.0,151786.0,62357.5,30000.0,26161.0,18607.0,18500.0,14625.0,11000.0,14000.0,40000.0,50000.0,40000.0,15000.0,4,2024-04-01,True,4
Kab. Aceh Jaya,2024,Mei,14866.0,13000.0,13100.0,12452.0,59839.0,43129.0,57839.0,150000.0,45845.0,30000.0,26774.0,19000.0,18661.0,15403.0,11000.0,14000.0,40000.0,49355.0,40000.0,15000.0,5,2024-05-01,True,5
Kab. Aceh Jaya,2024,Juni,14866.0,13000.0,13100.0,12000.0,51407.0,42963.0,56037.0,150741.0,48333.0,30000.0,26481.0,19000.0,19000.0,15300.0,11000.0,14000.0,40000.0,40000.0,40000.0,15000.0,6,2024-06-01,True,6
Kab. Aceh Jaya,2024,Juli,14927.0,13000.0,13100.0,12000.0,39032.0,42097.0,46000.0,150000.0,56704.0,30000.0,25839.0,19000.0,19000.0,15300.0,11000.0,14000.0,41613.0,40000.0,40000.0,15000.0,7,2024-07-01,True,7
Kab. Aceh Jaya,2024,Agustus,15100.0,13000.0,13100.0,12000.0,29032.0,40742.0,46968.0,150000.0,53607.5,30000.0,24742.0,19000.0,19742.0,16113.0,11000.0,14032.0,46774.0,40000.0,40000.0,15000.0,8,2024-08-01,True,8
Kab. Aceh Jaya,2024,September,15050.0,13000.0,13100.0,11400.0,29467.0,42133.0,37167.0,150000.0,43833.0,30000.0,25000.0,18900.0,20000.0,16200.0,11000.0,14567.0,50000.0,40000.0,40000.0,15000.0,9,2024-09-01,True,9
Kab. Aceh Jaya,2024,Oktober,14800.0,13000.0,13100.0,11000.0,31742.0,41935.0,29097.0,150000.0,43356.0,30000.0,24290.0,19000.0,20000.0,16200.0,11000.0,15000.0,50000.0,40000.0,40000.0,15000.0,10,2024-10-01,True,10
Kab. Aceh Jaya,2024,November,14800.0,13000.0,13100.0,11000.0,39467.0,45000.0,28133.0,150000.0,39867.0,30000.0,24917.0,19000.0,20000.0,16200.0,11000.0,15000.0,50000.0,40000.0,40000.0,15000.0,11,2024-11-01,True,11
Kab. Aceh Jaya,2024,Desember,14800.0,13000.0,13100.0,11000.0,42333.0,44267.0,31233.0,150000.0,42679.0,30000.0,26800.0,19000.0,20000.0,16160.0,11000.0,15000.0,50000.0,40000.0,40000.0,15000.0,12,2024-12-01,True,12
Kab. Aceh Jaya,2025,Januari,14801.0,13000.0,13100.0,11000.0,47851.0,46494.0,52172.0,150000.0,62234.0,30000.0,27828.0,19000.0,20000.0,16152.0,11000.0,15000.0,42546.0,40000.0,40000.0,15000.0,1,2025-01-01,True,1
Kab. Aceh Jaya,2025,Februari,14800.0,13000.0,13104.0,11000.0,44893.0,46500.0,54429.0,152143.0,60597.0,30000.0,26464.0,19000.0,20000.0,16000.0,11000.0,15000.0,42143.0,40000.0,40000.0,15000.0,2,2025-02-01,True,2
Kab. Aceh Jaya,2025,Maret,14800.0,13000.0,13104.0,11000.0,42357.0,44929.0,48214.0,150000.0,69359.0,30000.0,25750.0,19000.0,20000.0,16000.0,11000.0,15000.0,50000.0,40000.0,40000.0,15000.0,3,2025-03-01,True,3
Kab. Aceh Jaya,2025,April,14800.0,13000.0,13104.0,11000.0,45036.0,47393.0,54714.0,150000.0,62357.5,30000.0,26857.0,19000.0,20000.0,16000.0,11000.0,15000.0,50000.0,40000.0,40000.0,15000.0,4,2025-04-01,True,4
Kab. Aceh Jaya,2025,Mei,14800.0,13000.0,13104.0,11000.0,42935.0,45548.0,44161.0,150000.0,45845.0,30108.0,27129.0,19000.0,20000.0,16000.0,11000.0,15000.0,50000.0,39892.0,39892.0,15000.0,5,2025-05-01,True,5
Kab. Aceh Jaya,2025,Juni,14800.0,13000.0,13104.0,11000.0,41000.0,43733.0,36467.0,150667.0,48333.0,30000.0,26700.0,19000.0,20000.0,16000.0,11000.0,15000.0,50000.0,40000.0,40000.0,15000.0,6,2025-06-01,True,6
Kab. Aceh Jaya,2025,Juli,15871.0,14232.0,13104.0,11000.0,42581.0,43032.0,31806.0,150000.0,56704.0,30000.0,27419.0,19000.0,20097.0,16000.0,11000.0,15000.0,50000.0,40000.0,40000.0,15000.0,7,2025-07-01,True,7
Kab. Aceh Jaya,2025,Agustus,16000.0,15000.0,13104.0,11000.0,56839.0,42419.0,41581.0,150000.0,53607.5,30000.0,27323.0,19000.0,21000.0,16000.0,11000.0,15000.0,50000.0,40000.0,40000.0,15000.0,8,2025-08-01,True,8
Kab. Aceh Selatan,2024,Januari,14500.0,13600.0,13100.0,12600.0,41858.0,40000.0,33152.0,160000.0,45455.0,32500.0,25779.0,16635.0,15481.0,12873.0,10323.0,14000.0,41935.0,23710.0,33845.0,14000.0,1,2024-01-01,True,1
Kab. Aceh Selatan,2024,Februari,14655.0,13669.0,13100.0,12600.0,38103.0,40000.0,57105.0,160000.0,45455.0,32362.0,26159.0,16912.0,19052.0,13928.0,10566.0,14000.0,43966.0,26207.0,33891.0,14000.0,2,2024-02-01,True,2
Kab. Aceh Selatan,2024,Maret,14774.0,13600.0,13100.0,12600.0,37065.0,39855.0,54355.0,179495.0,45455.0,32048.0,28121.0,17645.0,19361.0,14158.0,11000.0,14000.0,36931.0,25968.0,34180.5,13968.0,3,2024-03-01,True,3
Kab. Aceh Selatan,2024,April,15000.0,13600.0,13100.0,13250.0,52661.0,44393.0,45893.0,182621.25,45455.0,31833.0,29307.0,18000.0,20000.0,14929.0,11111.0,14000.0,40000.0,28200.0,34474.5,14000.0,4,2024-04-01,True,4
Kab. Aceh Selatan,2024,Mei,15000.0,13681.0,13100.0,12929.0,50871.0,43065.0,45484.0,178034.25,45455.0,31419.0,29387.0,18887.0,18935.0,15000.0,11000.0,14000.0,31613.0,19645.0,33887.0,14003.0,5,2024-05-01,True,5
Kab. Aceh Selatan,2024,Juni,14986.0,13702.0,13100.0,13000.0,44750.0,42500.0,50357.0,181164.25,45455.0,32339.0,29579.0,18482.0,19964.0,15143.0,10982.0,14000.0,38846.0,25192.0,33836.0,14000.0,6,2024-06-01,True,6
Kab. Aceh Selatan,2024,Juli,14584.0,13708.0,13100.0,12597.0,35419.0,40000.0,37497.0,176187.5,45455.0,31952.0,27739.0,17210.0,18681.0,14000.0,10419.0,14000.0,40726.0,21613.0,34000.0,14000.0,7,2024-07-01,True,7
Kab. Aceh Selatan,2024,Agustus,14500.0,13748.0,12450.0,10500.0,27129.0,40000.0,37742.0,175104.375,45455.0,32000.0,26729.0,17000.0,17281.0,14000.0,10000.0,14000.0,36290.0,21452.0,34223.0,14000.0,8,2024-08-01,True,8
Kab. Aceh Selatan,2024,September,14483.0,13750.0,12450.0,11089.0,26233.0,40000.0,27657.0,182143.75,45455.0,32000.0,27282.0,17000.0,17747.0,14067.0,10000.0,13867.0,40057.0,24167.0,33631.5,14000.0,9,2024-09-01,True,9
Kab. Aceh Selatan,2024,Oktober,14500.0,13750.0,12450.0,10790.0,34242.0,40000.0,25623.0,181191.875,45455.0,32000.0,27177.0,17000.0,18129.0,15323.0,10000.0,14000.0,42903.0,22097.0,33258.0,14000.0,10,2024-10-01,True,10
Kab. Aceh Selatan,2024,November,14500.0,13750.0,12467.0,10583.0,37233.0,40000.0,25233.0,176996.875,45455.0,32000.0,27773.0,17000.0,16163.0,16033.0,10000.0,14000.0,42000.0,21833.0,33400.0,14000.0,11,2024-11-01,True,11
Kab. Aceh Selatan,2024,Desember,14500.0,13850.0,12950.0,10862.0,33379.0,42586.0,25759.0,179050.0,45455.0,32000.0,28817.0,17000.0,17000.0,16793.0,10000.0,14000.0,41034.0,21552.0,33786.0,14000.0,12,2024-12-01,True,12
Kab. Aceh Selatan,2025,Januari,14447.0,13825.0,12950.0,10268.0,41588.0,45000.0,47674.0,175795.0,45455.0,37195.0,31480.0,17141.0,22367.0,16707.0,10000.0,14000.0,37965.0,23488.0,33845.0,14000.0,1,2025-01-01,True,1
Kab. Aceh Selatan,2025,Februari,14451.0,13822.0,12950.0,10066.0,35902.0,43841.0,47415.0,175000.0,45455.0,36632.0,28164.0,18000.0,22354.0,16957.0,10000.0,14000.0,37169.0,21084.0,33891.0,14000.0,2,2025-02-01,True,2
Kab. Aceh Selatan,2025,Maret,14449.0,13825.0,12787.0,10016.0,33354.0,43317.0,36524.0,179495.0,45455.0,38268.0,28154.0,18000.0,22317.0,17000.0,10000.0,14000.0,37770.0,23224.0,34180.5,14000.0,3,2025-03-01,True,3
Kab. Aceh Selatan,2025,April,14550.0,13841.0,12787.0,10076.0,38953.0,45000.0,47857.0,182621.25,41548.0,35685.0,28158.0,18000.0,22342.0,16930.0,10000.0,14000.0,41181.0,26892.0,34474.5,14000.0,4,2025-04-01,True,4
Kab. Aceh Selatan,2025,Mei,14701.0,13868.0,12787.0,10138.0,37500.0,43301.0,32269.0,178034.25,36344.0,34965.0,27884.0,18000.0,22344.0,16644.0,10000.0,14000.0,39737.0,23765.0,33887.0,14000.0,5,2025-05-01,True,5
Kab. Aceh Selatan,2025,Juni,15073.0,14190.0,12787.0,10084.0,37138.0,41090.0,25386.0,181164.25,35793.0,35468.0,27967.0,17994.0,22077.0,16250.0,10000.0,14000.0,45698.0,28684.0,33836.0,14000.0,6,2025-06-01,True,6
Kab. Aceh Selatan,2025,Juli,16022.0,15359.0,12787.0,10319.0,41724.0,40833.0,23433.0,176187.5,37700.0,36784.0,29744.0,18000.0,22000.0,16000.0,10000.0,14000.0,41000.0,25802.0,34000.0,14000.0,7,2025-07-01,True,7
Kab. Aceh Selatan,2025,Agustus,16674.0,16000.0,12787.0,10135.0,52916.0,41828.0,28344.0,175104.375,41129.0,35370.0,30381.0,18000.0,22000.0,16000.0,10000.0,14000.0,43033.0,26345.0,34223.0,14000.0,8,2025-08-01,True,8
Kab. Aceh Singkil,2024,Januari,15100.0,14000.0,13100.0,12000.0,38857.0,38571.0,29464.0,170000.0,62234.0,25500.0,23679.0,16964.0,14857.0,13000.0,10000.0,13965.0,47963.0,27778.0,16499.25,15000.0,1,2024-01-01,True,1
Kab. Aceh Singkil,2024,Februari,15061.0,14000.0,13100.0,12000.0,33929.0,38071.0,52852.0,170000.0,60597.0,33148.0,24911.0,17714.0,15786.0,14071.0,10000.0,14036.0,49464.0,27679.0,16100.0,15000.0,2,2024-02-01,True,2
Kab. Aceh Singkil,2024,Maret,15117.0,14000.0,13100.0,12000.0,40000.0,38067.0,59333.0,170000.0,69359.0,37345.0,26850.0,18000.0,15900.0,14467.0,10133.0,14000.0,49833.0,29667.0,16551.0,15000.0,3,2024-03-01,True,3
