Kab/Kota,Tahun,Bulan,Beras Premium,Beras Medium,Beras SPHP,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Daging Sapi Murni,Cabai Rawit Merah,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan,Minyak Goreng Curah,Tepung Terigu (Curah),Tepung Terigu Kemasan,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Konsumsi,Bulan_num,Periode,SPHP_covered,bulan_num
Kab. Pohuwato,2024,Februari,15424.0,14345.0,12500.0,12495.0,43405.0,43069.0,23240.0,140138.0,31552.0,36217.0,31834.0,19759.0,18802.0,16777.0,10459.0,12614.0,34655.0,32690.0,28276.0,10129.0,2,2024-02-01,True,2
Kab. Pohuwato,2024,Maret,17852.0,16893.0,12500.0,13433.0,40695.0,50390.0,38847.0,140000.0,54173.0,36820.0,36253.0,21160.0,19356.0,18643.0,10851.0,13224.0,33014.0,32155.0,26897.0,10376.0,3,2024-03-01,True,3
Kab. Pohuwato,2024,April,17070.0,16264.0,12500.0,12533.0,53442.0,51906.0,33612.0,140000.0,66471.0,34529.0,37601.0,20033.0,18867.0,18115.0,10683.0,12983.0,31584.0,31552.0,26250.0,10243.0,4,2024-04-01,True,4
Kab. Pohuwato,2024,Mei,15542.0,14474.0,12500.0,12366.0,54779.0,52848.0,38704.0,140000.0,61908.0,34576.0,34329.0,19315.0,18323.0,16431.0,10398.0,12713.0,31685.0,31916.0,28145.0,10181.0,5,2024-05-01,True,5
Kab. Pohuwato,2024,Juni,15000.0,13404.0,12500.0,12037.0,52161.0,54247.0,54667.0,140000.0,73216.0,33924.0,33503.0,20056.0,18963.0,17394.0,10435.0,12463.0,33704.0,31296.0,28333.0,11748.0,6,2024-06-01,True,6
Kab. Pohuwato,2024,Juli,15200.0,13900.0,12492.0,12974.0,44250.0,49917.0,48167.0,140333.0,50333.0,34645.0,33874.0,19375.0,19150.0,17710.0,10625.0,12850.0,26667.0,27167.0,24167.0,10408.0,7,2024-07-01,True,7
Kab. Pohuwato,2024,Agustus,15971.0,14207.0,12500.0,12371.0,32661.0,46964.0,47500.0,140000.0,67768.0,32229.0,31979.0,18964.0,19661.0,16888.0,10795.0,13214.0,27232.0,27393.0,22857.0,10536.0,8,2024-08-01,True,8
Kab. Pohuwato,2024,September,15422.0,14104.0,12500.0,11990.0,30741.0,47037.0,46667.0,140000.0,62778.0,31161.0,31037.0,19278.0,19685.0,16963.0,10241.0,13019.0,27315.0,27315.0,22593.0,10500.0,9,2024-09-01,True,9
Kab. Pohuwato,2024,Oktober,15215.0,13900.0,12500.0,11112.0,33976.0,46800.0,47144.0,140000.0,64334.0,32290.0,31557.0,19316.0,19501.0,18811.0,10483.0,13177.0,24300.0,23667.0,20333.0,10483.0,10,2024-10-01,True,10
Kab. Pohuwato,2024,November,15080.0,13564.0,12500.0,11125.0,42857.0,48036.0,45357.0,140000.0,55536.0,33424.0,31116.0,19308.0,19543.0,19671.0,10920.0,13616.0,30893.0,30893.0,25625.0,10384.0,11,2024-11-01,True,11
Kab. Pohuwato,2024,Desember,14645.0,13000.0,12500.0,11034.0,53182.0,53607.75,47500.0,140000.0,56591.0,33065.0,31582.0,19273.0,19545.0,19058.0,10559.0,13114.0,26591.0,26591.0,21591.0,10395.0,12,2024-12-01,True,12
Kab. Pohuwato,2025,Januari,15861.0,13988.0,12500.0,9950.0,50655.0,49107.0,45061.0,140000.0,62143.0,37833.0,32405.0,20000.0,20262.0,18736.0,10500.0,12677.0,34412.0,29136.0,24321.0,10221.0,1,2025-01-01,True,1
Kab. Pohuwato,2025,Februari,15899.0,13994.0,12500.0,9932.0,44940.0,51429.0,45119.0,140000.0,62440.0,38030.0,32559.0,20000.0,21622.0,18736.0,10000.0,12643.0,36250.0,30536.0,21488.0,10256.0,2,2025-02-01,True,2
Kab. Pohuwato,2025,Maret,16167.0,13935.0,12500.0,9960.0,50000.0,54154.0,50430.0,140000.0,92097.0,38968.0,33731.0,20000.0,22237.0,19065.0,10000.0,12667.0,37903.0,33161.0,21613.0,10548.0,3,2025-03-01,True,3
Kab. Pohuwato,2025,April,15831.0,13697.0,12500.0,10353.0,50000.0,55056.0,56080.0,140000.0,89663.0,39149.0,34022.0,20000.0,22337.0,19989.0,10000.0,12517.0,41379.0,36690.0,22471.0,10551.0,4,2025-04-01,True,4
Kab. Pohuwato,2025,Mei,15833.0,13704.0,12500.0,10510.0,49247.0,55000.0,55215.0,140000.0,76452.0,39075.0,34102.0,20000.0,22280.0,19892.0,10016.0,12613.0,35927.0,30452.0,21613.0,10500.0,5,2025-05-01,True,5
Kab. Pohuwato,2025,Juni,15961.0,13883.0,12500.0,10269.0,57111.0,53333.0,57667.0,139792.0,76389.0,30472.0,31454.0,20000.0,21678.0,18949.0,10017.0,12650.0,36083.0,33100.0,23278.0,10506.0,6,2025-06-01,True,6
Kab. Pohuwato,2025,Juli,16742.0,13882.0,12500.0,10356.0,59247.0,49409.0,61075.0,139879.0,82634.0,29157.0,29431.0,20000.0,20366.0,18874.0,10012.0,12349.0,36774.0,33161.0,23871.0,10481.0,7,2025-07-01,True,7
Kab. Pohuwato,2025,Agustus,17106.0,14217.0,12500.0,10315.0,68556.0,49506.5,56722.0,140000.0,54667.0,28564.0,28650.0,20000.0,20289.0,18688.0,10000.0,12122.0,36042.0,31833.0,24933.0,10600.0,8,2025-08-01,True,8
Kab. Polewali Mandar,2024,Januari,14205.0,12085.0,11800.0,12841.0,40627.0,39523.0,40800.0,119773.0,36667.0,30561.0,27345.0,17750.0,18873.0,15205.0,10117.0,11886.0,29216.0,21591.0,23545.0,9773.0,1,2024-01-01,True,1
Kab. Polewali Mandar,2024,Februari,15336.0,13892.0,11800.0,13000.0,32854.0,39182.0,46939.0,120000.0,30389.0,29256.0,28597.0,17929.0,19000.0,14772.0,9598.0,12000.0,31495.0,21652.0,26005.0,10000.0,2,2024-02-01,True,2
Kab. Polewali Mandar,2024,Maret,15880.0,14191.0,11800.0,13000.0,30048.0,41097.0,48199.0,120000.0,40054.0,32375.0,32243.0,18000.0,19355.0,15586.0,9935.0,12000.0,34161.0,22484.0,29177.0,10000.0,3,2024-03-01,True,3
Kab. Polewali Mandar,2024,April,14423.0,13201.0,11800.0,13000.0,47827.0,43375.0,34768.0,120893.0,55768.0,33929.0,31066.0,18089.0,19286.0,15723.0,10000.0,12000.0,34732.0,23321.0,29214.0,10000.0,4,2024-04-01,True,4
Kab. Polewali Mandar,2024,Mei,14147.0,12989.0,11800.0,12992.0,42387.0,42387.0,26100.0,120000.0,39119.0,39274.0,30253.0,18965.0,19468.0,15935.0,10000.0,12121.0,38145.0,24016.0,29016.0,10000.0,5,2024-05-01,True,5
Kab. Polewali Mandar,2024,Juni,14910.0,13432.0,11800.0,12714.0,38393.0,42429.0,41625.0,120000.0,50968.0,41627.0,28950.0,19018.0,19812.0,15911.0,10000.0,12000.0,43357.0,25179.0,28232.0,10000.0,6,2024-06-01,True,6
Kab. Polewali Mandar,2024,Juli,14936.0,13805.0,11800.0,13000.0,28113.0,39871.0,35735.0,120000.0,48923.0,40468.0,26433.0,18944.0,19737.0,15677.0,10000.0,11968.0,42694.0,23565.0,26323.0,10242.0,7,2024-07-01,True,7
Kab. Polewali Mandar,2024,Agustus,14486.0,12975.0,11800.0,13000.0,21842.0,39581.0,38003.0,120000.0,52548.0,37548.0,25260.0,18516.0,19573.0,15703.0,10000.0,12000.0,45710.0,24226.0,27597.0,10000.0,8,2024-08-01,True,8
Kab. Polewali Mandar,2024,September,14237.0,12838.0,11800.0,12333.0,27758.0,40139.0,28250.0,120000.0,39722.0,37650.0,27660.0,18250.0,19917.0,16820.0,10000.0,11680.0,47050.0,25183.0,28583.0,10000.0,9,2024-09-01,True,9
Kab. Polewali Mandar,2024,Oktober,14032.0,12733.0,11800.0,12000.0,30565.0,39771.0,22372.0,120000.0,37913.0,38450.0,28436.0,18852.0,20174.0,17148.0,9844.0,11551.0,43508.0,22984.0,27574.0,10000.0,10,2024-10-01,True,10
Kab. Polewali Mandar,2024,November,14000.0,12628.0,11800.0,12000.0,42207.0,40417.0,21489.0,120000.0,37967.0,38019.0,27026.0,19000.0,20297.0,18158.0,9500.0,11811.0,37033.0,20017.0,26750.0,10000.0,11,2024-11-01,True,11
Kab. Polewali Mandar,2024,Desember,13876.0,12549.0,11800.0,12000.0,42775.0,41200.0,26178.0,120000.0,37637.0,37561.0,27598.0,19000.0,20381.0,18244.0,9500.0,12000.0,36489.0,20756.0,26844.0,10000.0,12,2024-12-01,True,12
Kab. Polewali Mandar,2025,Januari,14177.0,12866.0,11800.0,10578.0,35212.0,41934.0,33829.0,120000.0,52014.0,39274.0,28374.0,18493.0,20379.0,18490.0,9772.0,12110.0,39122.0,24716.0,27595.0,10000.0,1,2025-01-01,True,1
Kab. Polewali Mandar,2025,Februari,14613.0,13089.0,11800.0,10463.0,32037.0,42457.0,35866.0,120000.0,52748.0,38968.0,29179.0,18610.0,20951.0,18773.0,9750.0,12000.0,39784.0,26198.0,27062.0,10000.0,2,2025-02-01,True,2
Kab. Polewali Mandar,2025,Maret,14806.0,13188.0,11800.0,10624.0,40524.0,43566.0,45416.0,120000.0,76482.0,41527.0,29617.0,19139.0,21000.0,18958.0,9765.0,12000.0,44144.0,29802.0,27844.0,10024.0,3,2025-03-01,True,3
Kab. Polewali Mandar,2025,April,15222.0,13752.0,11800.0,11232.0,40110.0,43331.0,44049.0,121037.0,68436.0,41970.0,29110.0,19015.0,21055.0,19412.0,9742.0,11985.0,51838.0,34760.0,29293.0,10000.0,4,2025-04-01,True,4
Kab. Polewali Mandar,2025,Mei,15365.0,13797.0,12000.0,12001.0,34273.0,42650.0,48388.0,120000.0,51508.0,39032.0,28565.0,19000.0,21814.0,19504.0,9585.0,11904.0,44634.0,31043.0,27269.0,10000.0,5,2025-05-01,True,5
Kab. Polewali Mandar,2025,Juni,15947.0,14196.0,12200.0,11580.0,42900.0,40100.0,39758.0,120000.0,44325.0,38668.0,28427.0,19000.0,22000.0,19655.0,9563.0,11642.0,46030.0,30817.0,27884.0,10000.0,6,2025-06-01,True,6
Kab. Polewali Mandar,2025,Juli,16672.0,15192.0,12400.0,11417.0,45387.0,38482.0,39560.0,120000.0,56833.0,38046.0,29015.0,19000.0,22125.0,19587.0,9542.0,12000.0,43296.0,29237.0,27618.0,10000.0,7,2025-07-01,True,7
Kab. Polewali Mandar,2025,Agustus,15959.0,14540.0,12400.0,11101.0,56191.0,38155.0,31264.0,120066.0,41773.0,38230.0,29370.0,18645.0,22055.0,19672.0,9591.0,11902.0,44337.0,33045.0,29337.0,9918.0,8,2025-08-01,True,8
Kab. Ponorogo,2024,Januari,13609.0,11577.0,14422.75,12282.0,29636.0,32136.0,54409.0,125000.0,42955.0,31591.0,25773.0,16295.0,16364.0,15045.0,12068.0,12500.0,28000.0,24000.0,29250.0,9455.0,1,2024-01-01,True,1
Kab. Ponorogo,2024,Februari,14471.0,12201.0,14387.5,12741.0,25313.0,32411.0,61661.0,125000.0,51089.0,33196.0,26607.0,16384.0,16955.0,15527.0,12330.0,12330.0,27589.0,24000.0,29036.0,11036.0,2,2024-02-01,True,2
Kab. Ponorogo,2024,Maret,14382.0,12176.0,14138.5,12017.0,25733.0,34917.0,43883.0,125000.0,40283.0,36500.0,30817.0,17000.0,17500.0,15983.0,12250.0,12250.0,27500.0,24000.0,29000.0,11000.0,3,2024-03-01,True,3
Kab. Ponorogo,2024,April,13670.0,11579.0,14050.0,11750.0,35667.0,35296.0,31120.0,125648.0,25481.0,37370.0,28028.0,17444.0,17444.0,16500.0,12252.0,12252.0,27315.0,23704.0,29000.0,11000.0,4,2024-04-01,True,4
Kab. Ponorogo,2024,Mei,13371.0,11907.0,13936.75,11750.0,47019.0,35192.0,35615.0,127500.0,20067.0,35827.0,27942.0,17577.0,16000.0,17058.0,12250.0,12250.0,28500.0,22000.0,29000.0,11048.0,5,2024-05-01,True,5
Kab. Ponorogo,2024,Juni,13115.0,12028.0,14300.5,11685.0,36037.0,34352.0,42028.0,124630.0,27630.0,34000.0,26602.0,17009.0,16000.0,16500.0,12250.0,12250.0,28704.0,21852.0,28741.0,11056.0,6,2024-06-01,True,6
Kab. Ponorogo,2024,Juli,13348.0,11688.0,12000.0,11464.0,22286.0,32482.0,32964.0,120268.0,55679.0,33339.0,25946.0,17027.0,16000.0,16500.0,12250.0,12250.0,28696.0,20000.0,25179.0,11036.0,7,2024-07-01,True,7
Kab. Ponorogo,2024,Agustus,13492.0,12190.0,11903.0,11500.0,15855.0,33419.0,33000.0,123065.0,52500.0,32387.0,25129.0,17202.0,16016.0,16903.0,12250.0,12282.0,28419.0,20065.0,24839.0,11000.0,8,2024-08-01,True,8
Kab. Ponorogo,2024,September,13397.0,12096.0,11569.0,11241.0,17052.0,33379.0,19069.0,125000.0,31207.0,32621.0,24121.0,17121.0,16000.0,17500.0,12310.0,12310.0,29828.0,22000.0,26207.0,11241.0,9,2024-09-01,True,9
Kab. Ponorogo,2024,Oktober,13500.0,12091.0,11514.0,11466.0,21241.0,33534.0,15552.0,125000.0,34897.0,32724.0,24983.0,17155.0,16000.0,17500.0,12259.0,12259.0,28690.0,22000.0,27586.0,11034.0,10,2024-10-01,True,10
Kab. Ponorogo,2024,November,13500.0,11885.0,11500.0,11500.0,30808.0,34673.0,16308.0,125000.0,28038.0,33808.0,24827.0,17240.0,16000.0,17490.0,12250.0,12288.0,28500.0,22000.0,27500.0,11000.0,11,2024-11-01,True,11
Kab. Ponorogo,2024,Desember,13500.0,11875.0,11500.0,11500.0,38452.0,35476.0,17714.0,125000.0,30238.0,32905.0,25619.0,17262.0,16095.0,17583.0,12250.0,12250.0,28238.0,22143.0,27476.0,11000.0,12,2024-12-01,True,12
Kab. Ponorogo,2025,Januari,13134.0,11691.0,11491.0,11034.0,31325.0,34678.0,49475.0,125000.0,70075.0,33052.0,27381.0,17420.0,19889.0,17260.0,10969.0,12314.0,31845.0,25724.0,29810.0,11561.0,1,2025-01-01,True,1
Kab. Ponorogo,2025,Februari,13345.0,11617.0,11499.0,11049.0,26460.0,36222.0,43056.0,124696.0,59156.0,32667.0,26163.0,17590.0,21644.0,19027.0,11014.0,12137.0,33429.0,22018.0,30607.0,11979.0,2,2025-02-01,True,2
Kab. Ponorogo,2025,Maret,13314.0,11529.0,11500.0,11024.0,36672.0,37761.0,41902.0,127036.0,79207.0,34000.0,26815.0,17504.0,21147.0,18489.0,10765.0,12449.0,33315.0,24556.0,29981.0,12006.0,3,2025-03-01,True,3
Kab. Ponorogo,2025,April,13159.0,11495.0,11500.0,10983.0,39500.0,37384.0,47464.0,126724.0,63634.0,32214.0,25168.0,17478.0,20931.0,17379.0,10026.0,12513.0,34000.0,26293.0,30000.0,12000.0,4,2025-04-01,True,4
Kab. Ponorogo,2025,Mei,13229.0,11406.0,11495.0,10984.0,33447.0,32711.0,31943.0,124839.0,23516.0,29806.0,25790.0,17500.0,21000.0,17468.0,10040.0,12448.0,34000.0,27774.0,30000.0,12000.0,5,2025-05-01,True,5
Kab. Ponorogo,2025,Juni,13326.0,11721.0,11496.0,11000.0,40413.0,28000.0,31642.0,125000.0,35119.0,30250.0,25989.0,16848.0,21000.0,17496.0,10000.0,12004.0,34000.0,27815.0,30000.0,12000.0,6,2025-06-01,True,6
Kab. Ponorogo,2025,Juli,13418.0,12010.0,11500.0,11011.0,35600.0,27950.0,32958.0,125000.0,55892.0,30000.0,26000.0,16583.0,20904.0,17588.0,10000.0,12000.0,34000.0,27500.0,30000.0,12000.0,7,2025-07-01,True,7
Kab. Ponorogo,2025,Agustus,13364.0,12001.0,11511.0,11012.0,43991.0,27982.0,29330.0,125000.0,29716.0,30000.0,26437.0,17162.0,20937.0,17532.0,10000.0,12000.0,33929.0,28429.0,30107.0,12000.0,8,2025-08-01,True,8
Kab. Poso,2024,Januari,14500.0,12000.0,12000.0,13000.0,41161.0,39742.0,46935.0,140000.0,55000.0,28387.0,27000.0,18032.0,19000.0,14000.0,11000.0,14000.0,32581.0,31290.0,31290.0,10000.0,1,2024-01-01,True,1
Kab. Poso,2024,Februari,14500.0,12000.0,12000.0,13000.0,37586.0,40000.0,40000.0,140000.0,25690.0,29034.0,27103.0,19000.0,19000.0,14000.0,10241.0,14000.0,40000.0,35172.0,28966.0,10000.0,2,2024-02-01,True,2
Kab. Poso,2024,Maret,16226.0,14226.0,12000.0,12097.0,38548.0,47097.0,48710.0,140000.0,43065.0,30871.0,30065.0,18000.0,19000.0,15032.0,10000.0,14000.0,36290.0,34839.0,30000.0,10000.0,3,2024-03-01,True,3
Kab. Poso,2024,April,15367.0,13550.0,12000.0,12000.0,47167.0,46500.0,43167.0,140000.0,46667.0,30333.0,30933.0,18000.0,19000.0,16033.0,10000.0,14000.0,30000.0,31500.0,32333.0,10000.0,4,2024-04-01,True,4
Kab. Poso,2024,Mei,15000.0,12500.0,12000.0,11839.0,46935.0,47581.0,39032.0,140000.0,50645.0,25000.0,30161.0,18000.0,19000.0,16097.0,10000.0,14000.0,28065.0,30000.0,29032.0,10000.0,5,2024-05-01,True,5
Kab. Poso,2024,Juni,14679.0,12339.0,12000.0,11786.0,43929.0,46429.0,59286.0,140000.0,62143.0,28000.0,31464.0,18714.0,19714.0,16000.0,10000.0,14000.0,27500.0,30000.0,21786.0,10000.0,6,2024-06-01,True,6
Kab. Poso,2024,Juli,14000.0,12000.0,12000.0,11700.0,29516.0,45161.0,49032.0,140000.0,58387.0,23452.0,30323.0,18323.0,20000.0,16000.0,10000.0,13871.0,30000.0,30000.0,25161.0,10000.0,7,2024-07-01,True,7
Kab. Poso,2024,Agustus,14000.0,12000.0,12000.0,11797.0,25484.0,40323.0,41129.0,140000.0,67742.0,23000.0,29419.0,18000.0,19065.0,16000.0,10000.0,14000.0,30000.0,30000.0,30000.0,10000.0,8,2024-08-01,True,8
Kab. Poso,2024,September,13933.0,12000.0,12000.0,11367.0,27667.0,45000.0,55000.0,140000.0,45000.0,23000.0,27000.0,18000.0,19000.0,16000.0,10000.0,14000.0,30000.0,30000.0,30000.0,10000.0,9,2024-09-01,True,9
Kab. Poso,2024,Oktober,13933.0,12000.0,12000.0,11033.0,30000.0,45000.0,45500.0,140000.0,48167.0,23000.0,28900.0,18000.0,19000.0,16000.0,10000.0,13600.0,30000.0,30000.0,30000.0,9833.0,10,2024-10-01,True,10
Kab. Poso,2024,November,13345.0,12000.0,12000.0,11000.0,41207.0,44828.0,30690.0,140000.0,32069.0,23034.0,30000.0,18000.0,19000.0,16000.0,10000.0,13000.0,30000.0,30000.0,30000.0,10000.0,11,2024-11-01,True,11
Kab. Poso,2024,Desember,13000.0,12000.0,12000.0,11000.0,43636.0,44091.0,33864.0,140000.0,47727.0,25273.0,28545.0,18000.0,19000.0,16000.0,10045.0,13000.0,30000.0,31364.0,30000.0,10000.0,12,2024-12-01,True,12
Kab. Poso,2025,Januari,13024.0,12024.0,12012.0,11000.0,39308.0,45000.0,35000.0,140000.0,49872.0,29500.0,29897.0,18019.0,19558.0,15885.0,9974.0,13692.0,30938.0,29688.0,25357.0,10000.0,1,2025-01-01,True,1
Kab. Poso,2025,Februari,13013.0,12000.0,12094.0,11000.0,37563.0,46175.0,35000.0,140000.0,51938.0,30000.0,30000.0,18000.0,19944.0,15963.0,10075.0,14000.0,30000.0,30000.0,25000.0,10400.0,2,2025-02-01,True,2
Kab. Poso,2025,Maret,13170.0,12170.0,12484.0,11000.0,44091.0,45000.0,44091.0,140000.0,75102.0,30000.0,30000.0,17966.0,19966.0,15983.0,10102.0,14000.0,47333.0,43000.0,29500.0,10091.0,3,2025-03-01,True,3
Kab. Poso,2025,April,14000.0,12989.0,12500.0,11000.0,39655.0,46609.0,55862.0,140000.0,59023.0,30000.0,30000.0,19103.0,21103.0,15879.0,10000.0,14000.0,47414.0,45345.0,30172.0,10000.0,4,2025-04-01,True,4
Kab. Poso,2025,Mei,14000.0,13000.0,12500.0,10967.0,35000.0,44946.0,50000.0,140000.0,57391.0,30000.0,30000.0,20000.0,21984.0,16000.0,10000.0,14000.0,32097.0,33065.0,27903.0,10000.0,5,2025-05-01,True,5
Kab. Poso,2025,Juni,14988.0,13952.0,12500.0,11000.0,40860.0,43081.0,49677.0,140000.0,54477.0,30000.0,30000.0,20000.0,21982.0,15965.0,10000.0,14000.0,36897.0,33966.0,27414.0,10093.0,6,2025-06-01,True,6
Kab. Poso,2025,Juli,16000.0,15000.0,12500.0,10964.0,49773.0,40057.0,44917.0,140000.0,68125.0,29839.0,30000.0,20000.0,21983.0,16000.0,10000.0,14000.0,30000.0,30000.0,25000.0,10250.0,7,2025-07-01,True,7
Kab. Poso,2025,Agustus,16000.0,14756.0,12500.0,11000.0,50000.0,39942.0,41121.0,140000.0,45581.0,29839.0,30116.0,20000.0,22000.0,15948.0,10012.0,14000.0,32903.0,31613.0,26613.0,10000.0,8,2025-08-01,True,8
Kab. Pringsewu,2024,Januari,14626.0,13484.0,12180.0,13016.0,30226.0,36226.0,58097.0,135000.0,54935.0,35871.0,26742.0,17000.0,16855.0,14048.0,11000.0,13032.0,30419.0,25000.0,24355.0,12419.0,1,2024-01-01,True,1
Kab. Pringsewu,2024,Februari,15646.0,14225.0,12180.0,13596.0,28893.0,35143.0,77107.0,136429.0,57036.0,36357.0,27821.0,17054.0,16804.0,14114.0,11018.0,13107.0,27679.0,23643.0,20893.0,13000.0,2,2024-02-01,True,2
Kab. Pringsewu,2024,Maret,16339.0,14500.0,12180.0,13726.0,29355.0,35903.0,59065.0,140000.0,54290.0,36613.0,30000.0,17435.0,17161.0,14855.0,11694.0,13500.0,33710.0,25000.0,19581.0,14516.0,3,2024-03-01,True,3
Kab. Pringsewu,2024,April,15339.0,13036.0,12180.0,13607.0,51143.0,38107.0,44821.0,142321.0,45357.0,36071.0,29929.0,17482.0,16750.0,15089.0,12000.0,13607.0,35000.0,28571.0,21071.0,14607.0,4,2024-04-01,True,4
Kab. Pringsewu,2024,Mei,14661.0,12048.0,12180.0,12177.0,47710.0,39387.0,38194.0,130806.0,35677.0,31290.0,29774.0,17984.0,17000.0,15048.0,11516.0,13532.0,32581.0,28710.0,21613.0,13839.0,5,2024-05-01,True,5
Kab. Pringsewu,2024,Juni,14168.0,11282.0,12180.0,11482.0,37179.0,36643.0,49571.0,131786.0,41464.0,31179.0,29143.0,18000.0,17036.0,15000.0,11125.0,13000.0,35000.0,29464.0,23929.0,13000.0,6,2024-06-01,True,6
Kab. Pringsewu,2024,Juli,14790.0,12474.0,12252.0,11500.0,24903.0,35871.0,37194.0,130323.0,50387.0,35065.0,29226.0,18000.0,17048.0,15516.0,11645.0,13226.0,33387.0,30000.0,21333.0,13903.0,7,2024-07-01,True,7
Kab. Pringsewu,2024,Agustus,14790.0,12903.0,12384.0,11871.0,20194.0,36419.0,37774.0,132581.0,55000.0,35129.0,28323.0,18000.0,17435.0,15481.0,12000.0,13968.0,30968.0,30000.0,20484.0,14000.0,8,2024-08-01,True,8
Kab. Pringsewu,2024,September,14593.0,12663.0,12500.0,11583.0,22433.0,35000.0,26433.0,130000.0,38500.0,35000.0,25800.0,17967.0,16967.0,15033.0,11067.0,13100.0,31333.0,30000.0,22500.0,13967.0,9,2024-09-01,True,9
Kab. Pringsewu,2024,Oktober,14452.0,12565.0,12500.0,11016.0,24484.0,35161.0,22323.0,130162.0,42129.0,35000.0,27129.0,18000.0,17194.0,15226.0,11000.0,13032.0,31613.0,30000.0,24355.0,14000.0,10,2024-10-01,True,10
Kab. Pringsewu,2024,November,14500.0,12800.0,12500.0,11000.0,31700.0,36667.0,21567.0,134667.0,33500.0,35067.0,27267.0,17967.0,17000.0,15233.0,11000.0,12933.0,34400.0,29833.0,21133.0,14000.0,11,2024-11-01,True,11
Kab. Pringsewu,2024,Desember,14455.0,12727.0,12495.0,11341.0,33136.0,37955.0,29318.0,135000.0,29000.0,35045.0,28773.0,17955.0,17409.0,15750.0,11000.0,13000.0,30000.0,30000.0,20818.0,14023.0,12,2024-12-01,True,12
Kab. Pringsewu,2025,Januari,14305.0,12994.0,12516.0,10550.0,32915.0,40000.0,63963.0,136389.0,67370.0,32170.0,28329.0,17022.0,18137.0,17318.0,9992.0,12416.0,30288.0,29962.0,20750.0,13603.0,1,2025-01-01,True,1
Kab. Pringsewu,2025,Februari,14235.0,12624.0,12500.0,10500.0,28608.0,39029.0,53896.0,134608.0,66042.0,35000.0,27709.0,17090.0,18184.0,17907.0,9594.0,12377.0,30676.0,30000.0,20162.0,13713.0,2,2025-02-01,True,2
Kab. Pringsewu,2025,Maret,14461.0,12702.0,12500.0,10617.0,40039.0,41221.0,46553.0,141136.0,67500.0,35000.0,28723.0,17671.0,17993.0,17547.0,8461.0,12587.0,31765.0,30000.0,20206.0,14811.0,3,2025-03-01,True,3
Kab. Pringsewu,2025,April,14452.0,12764.0,12500.0,10828.0,41821.0,40478.0,54912.0,142273.0,62676.0,35000.0,27947.0,17860.0,17993.0,17500.0,8684.0,12537.0,34167.0,30000.0,24643.0,14580.0,4,2025-04-01,True,4
Kab. Pringsewu,2025,Mei,14509.0,12768.0,12500.0,9866.0,35831.0,37771.0,39548.0,136167.0,36833.0,31208.0,27702.0,18000.0,17994.0,17635.0,9043.0,12360.0,32024.0,30000.0,22436.0,14564.0,5,2025-05-01,True,5
Kab. Pringsewu,2025,Juni,14567.0,12996.0,12500.0,10153.0,38268.0,32549.0,38275.0,130349.0,40650.0,30132.0,27044.0,18000.0,18000.0,17985.0,9746.0,12515.0,32000.0,30000.0,25286.0,14080.0,6,2025-06-01,True,6
Kab. Pringsewu,2025,Juli,15000.0,13404.0,12500.0,10500.0,42653.0,34333.0,35875.0,132745.0,47075.0,34947.0,27488.0,18000.0,18000.0,18000.0,10000.0,12448.0,30000.0,30000.0,25000.0,14387.0,7,2025-07-01,True,7
Kab. Pringsewu,2025,Agustus,14975.0,13410.0,12500.0,10297.0,44970.0,30933.0,33750.0,132959.0,39722.0,34000.0,27625.0,18000.0,18000.0,18425.0,10067.0,12507.0,30000.0,30000.0,24968.0,14390.0,8,2025-08-01,True,8
Kab. Probolinggo,2024,Januari,14182.0,12146.0,12750.0,12283.0,32983.0,32983.0,54201.5,115000.0,43517.0,34733.0,26133.0,16015.0,16175.0,14942.0,9833.0,12250.0,36000.0,33817.0,34850.0,9742.0,1,2024-01-01,True,1
Kab. Probolinggo,2024,Februari,15331.0,12834.0,12750.0,12526.0,24431.0,32983.0,55675.5,114690.0,45121.0,35207.0,26828.0,16281.0,16462.0,15121.0,9802.0,12388.0,29603.0,24276.0,27431.0,9638.0,2,2024-02-01,True,2
Kab. Probolinggo,2024,Maret,15457.0,12791.0,12750.0,12800.0,25268.0,35732.0,53842.5,114714.0,42554.0,38232.0,30839.0,16805.0,16696.0,15654.0,10609.0,12098.0,32071.0,26732.0,30714.0,9171.0,3,2024-03-01,True,3
Kab. Probolinggo,2024,April,14672.0,12554.0,12750.0,13174.0,41240.0,36460.0,51323.5,117820.0,28620.0,38260.0,27560.0,17308.0,17314.0,16628.0,11550.0,12654.0,34840.0,29660.0,33760.0,9604.0,4,2024-04-01,True,4
Kab. Probolinggo,2024,Mei,14031.0,11818.0,12750.0,13356.0,41966.0,36966.0,46321.0,115828.0,25207.0,37259.0,28552.0,17274.0,17181.0,15995.0,10902.0,12464.0,35086.0,30259.0,34362.0,9602.0,5,2024-05-01,True,5
Kab. Probolinggo,2024,Juni,14219.0,12129.0,12750.0,13356.0,35611.0,35815.0,48211.0,116815.0,29593.0,35815.0,27537.0,16652.0,16848.0,15926.0,10250.0,12281.0,33852.0,29759.0,33667.0,9698.0,6,2024-06-01,True,6
